Run name,Disturbance rate parameter,Weathering rate parameter,Slope angle,Slope gradient,Intercept
d-40w-14,0.0001,0.03981071705534971,29.5873339772,0.567786697575,0.295257085885
d-30w-18,0.001,0.015848931924611134,28.4674699924,0.542220795468,0.875801167925
d-40w-32,0.0001,0.000630957344480193,38.4590563204,0.794269835504,0.392394245834
d-30w-27,0.001,0.001995262314968879,30.175311918,0.581437195322,-0.128329297821
d-30w-20,0.001,0.01,28.6575540824,0.546521524578,0.76157242558
d-40w-35,0.0001,0.00031622776601683794,46.5608021658,1.05602224141,-0.620424440963
d-30w-29,0.001,0.0012589254117941662,32.1472742351,0.628449180637,0.0170915823957
d-30w-16,0.001,0.025118864315095794,28.4998654719,0.542952659504,0.854579119784
d-30w-11,0.001,0.07943282347242814,28.4922233864,0.542779972484,0.745905141718
d-30w-10,0.001,0.1,28.5246036786,0.54351183652,0.892750320467
d-30w-28,0.001,0.0015848931924611126,30.3654378632,0.585885941878,0.825380999858
d-30w-17,0.001,0.01995262314968879,28.6880198391,0.547212272657,0.683663295827
d-40w-34,0.0001,0.0003981071705534969,43.3777817803,0.944918702212,0.993020937188
d-30w-21,0.001,0.007943282347242814,28.6677113033,0.546751773937,0.63196125908
d-30w-19,0.001,0.012589254117941668,28.5933003848,0.545066019698,0.719555618858
d-30w-26,0.001,0.0025118864315095794,29.3380292574,0.562046909968,0.417034610454
d-40w-33,0.0001,0.000501187233627272,40.8772368474,0.8655320123,0.748326449224
d-20w-26,0.01,0.0025118864315095794,24.3372489304,0.452300197354,1.48098561458
d-10w-36,0.1,0.00025118864315095795,42.2191914591,0.907355163832,1.12975359635
d-20w-19,0.01,0.012589254117941668,21.5145250108,0.394203350013,2.37373593505
d-20w-21,0.01,0.007943282347242814,21.8026625506,0.400025369534,2.22247543085
d-10w-31,0.1,0.0007943282347242813,20.4304804608,0.372502347871,3.38370602478
d-20w-17,0.01,0.01995262314968879,21.4088318135,0.392073543437,2.29112662014
d-10w-38,0.1,0.00015848931924611126,46.6595225193,1.0596733384,2.5596068936
d-20w-28,0.01,0.0015848931924611126,26.3056550916,0.494353598246,1.73280159521
d-20w-10,0.01,0.1,21.087553918,0.385618338177,2.43327161373
d-20w-11,0.01,0.07943282347242814,21.0116351475,0.384097047765,2.64677396382
d-20w-16,0.01,0.025118864315095794,21.4333303644,0.392566934922,2.18985899445
d-10w-39,0.1,0.0001258925411794166,48.8946953988,1.14610730335,2.5053411195
d-20w-29,0.01,0.0012589254117941662,27.5060246992,0.520700703537,1.8511608033
d-20w-20,0.01,0.01,21.5047374934,0.394005993419,2.55205811138
d-10w-30,0.1,0.001,17.3813726866,0.313024004372,2.55832502493
d-20w-27,0.01,0.001995262314968879,25.2959557568,0.472611480147,1.52642073779
d-10w-37,0.1,0.00019952623149688788,44.6009378334,0.986166230346,2.47998860561
d-20w-18,0.01,0.015848931924611134,21.2948056918,0.389779273032,2.46916393676
d-10w-15,0.1,0.03162277660168379,4.76086204412,0.0832844826428,1.80686511893
d-10w-12,0.1,0.0630957344480193,4.91149527815,0.0859323502782,1.53482409913
d-10w-24,0.1,0.003981071705534969,6.39467561301,0.112073875784,2.00840336134
d-20w-34,0.01,0.0003981071705534969,40.199965551,0.84506448887,2.70260646632
d-10w-23,0.1,0.005011872336272719,6.01983207265,0.105454206695,1.73892607891
d-20w-33,0.01,0.000501187233627272,37.9273637388,0.779246064791,1.79490101125
d-10w-40,0.1,0.0001,51.9436335815,1.27734943832,1.81185016379
d-10w-22,0.1,0.00630957344480193,5.73217737897,0.100380497593,1.75046289702
d-20w-32,0.01,0.000630957344480193,34.6563865328,0.691307255807,1.94416749751
d-10w-25,0.1,0.0031622776601683794,7.22477557753,0.126768718841,1.90029910269
d-20w-35,0.01,0.00031622776601683794,43.6199937581,0.952952760224,1.97892038171
d-10w-13,0.1,0.05011872336272722,4.92038146894,0.0860885909151,1.48468879077
d-10w-14,0.1,0.03981071705534971,4.95077979835,0.086623098357,1.4989317761
d-40w-11,0.0001,0.07943282347242814,29.702640554,0.570451011593,0.224042159237
d-40w-16,0.0001,0.025118864315095794,29.7687157278,0.571980525196,0.178179746475
d-40w-29,0.0001,0.0012589254117941662,32.3249249838,0.632782802513,0.28770830366
d-40w-20,0.0001,0.01,29.8403761776,0.573641609862,0.125480700755
d-30w-35,0.001,0.00031622776601683794,45.547994079,1.01931391494,1.42985329725
d-30w-32,0.001,0.000630957344480193,38.8738197182,0.806144123906,0.161942743199
d-40w-27,0.0001,0.001995262314968879,30.367893077,0.585943504217,-0.261643640507
d-40w-18,0.0001,0.015848931924611134,29.7896568705,0.57246569349,0.161373023786
d-40w-26,0.0001,0.0025118864315095794,29.9473205881,0.576125013669,0.0300526990457
d-30w-33,0.001,0.000501187233627272,41.2228957843,0.876139929224,-0.223045150263
d-40w-19,0.0001,0.012589254117941668,29.7726206729,0.572070980302,0.173479561316
d-30w-34,0.001,0.0003981071705534969,43.262067403,0.941103141396,0.645064805583
d-40w-21,0.0001,0.007943282347242814,29.8198109133,0.57316466476,0.141860133884
d-40w-17,0.0001,0.01995262314968879,29.803849273,0.572794621146,0.152684802735
d-40w-28,0.0001,0.0015848931924611126,31.8439785304,0.621089424322,-0.592080900157
d-40w-10,0.0001,0.1,29.7726206729,0.572070980302,0.173479561316
